FRA Point;FRA Point Latitude;FRA Point Longitude
LARLA;N492241;W0070715
LELNA;N495857;W0020623
LENSU;N475754;W0025744
LIZAD;N493525;W0041949
LORKU;N495618;W0022216
LOTEE;N443932;W0055012
MADEK;N483009;W0065920
MANIG;N494707;W0031534
MATER;N482654;W0044700
MUREL;N491917;W0033302
NENEM;N440305;W0030901
NOKVI;N485128;W0035116
NORBU;N484430;W0042523
NOVAN;N461920;W0034157
NOZHU;N494141;W0034553
OTOFE;N485620;W0022918
OZNOH;N482733;W0023131
PEPET;N450503;W0035202
PEVIS;N475738;W0065841
PEXOD;N451904;W0030102
POPUL;N435655;W0025025
POZOF;N470345;W0041555
QPR;N475726;W0041105
RATUF;N461250;W0034039
REGHI;N480000;W0080000
RIVAK;N460000;W0080000
ROSPO;N475742;W0034503
RUSIB;N485837;W0034831
SALCO;N494414;W0033146
SKESO;N494929;W0030203
SOMEN;N485100;W0033300
SOSOV;N445859;W0075306
TALIG;N493059;W0054804
TEJOP;N484945;W0045951
TERKU;N480148;W0033700
TIQUH;N482500;W0061256
TIVLU;N463000;W0080000
TOFLO;N474739;W0040634
TULTA;N483437;W0080000
TUNIT;N492253;W0030000
TURDO;N472652;W0065805
UMOXA;N473000;W0080000
XIDAN;N470243;W0061306
YURZI;N461026;W0022834
ABRON;N423651;E0080852
ADITA;N431343;E0054944
ADUZE;N410749;E0053827
AJO;N414614;E0084629
AKUTI;N431338;E0085625
AMFAC;N425229;E0050257
APRUR;N412222;E0071620
BALEN;N405648;E0054124
BATIV;N420726;E0062437
BAVON;N401558;E0060322
BEBEV;N421301;E0082644
BOMZA;N430807;E0071955
BORDI;N440123;E0074507
BTA;N423425;E0092829
BUKID;N405348;E0071156
CIRTA;N390000;E0070200
CORSI;N412000;E0084842
DIBER;N420447;E0042454
DIKEL;N413253;E0090649
DIVUL;N431807;E0073717
DOBIM;N425714;E0094500
DOKAR;N423003;E0094500
DOLIS;N390000;E0052229
EDINO;N394002;E0055716
EKSID;N434525;E0073758
ELSAG;N403629;E0080000
ELVOP;N410246;E0044633
EPOLO;N425258;E0063205
ERETI;N401101;E0071037
ERPIN;N413421;E0073436
ETAGI;N415854;E0084753
ETOIL;N394354;E0070948
FIRRA;N413844;E0051539
GARPU;N413650;E0071412
GINOX;N405144;E0080000
INFED;N431351;E0052754
INKIR;N404239;E0060926
ISTER;N400353;E0044000
IWAZA;N413826;E0082640
JESOC;N423605;E0050532
JUSQO;N424357;E0045515
KAMER;N390000;E0060518
KIFMI;N410055;E0052319
KOLON;N434319;E0065712
KUPIM;N402004;E0071752
LERMA;N430957;E0070423
LOKDU;N415850;E0080158
LONSU;N424637;E0080126
LOVCO;N422815;E0081519
LUMAS;N414400;E0044000
LUNOR;N402306;E0052348
MADKA;N412000;E0091606
MAXIR;N432344;E0060226
MAXOS;N402624;E0044519
MEBEL;N422931;E0052046
MEGER;N431954;E0091033
MERLU;N430448;E0074736
MIRSA;N424922;E0094500
MORSS;N395724;E0044000
MOUET;N390000;E0071952
MOULE;N423717;E0094500
MUREN;N410327;E0044000
NAFOQ;N402636;E0054950
NARTI;N433257;E0071348
NEGAT;N412442;E0075146
NESUL;N410431;E0070155
NETUP;N430044;E0054814
NEVIX;N422451;E0050342
NIBIK;N424046;E0052318
NIRDO;N430844;E0082605
NIVDA;N411436;E0063407
NOLVI;N404354;E0055723
NORKA;N425711;E0084729
NOSTA;N434910;E0074519
OB;N431347;E0053956
OBLAD;N414836;E0050048
ODAKA;N401407;E0063343
ODIXU;N430557;E0053456
OKBON;N422802;E0082619
OKROK;N424829;E0085329
OKSER;N420055;E0062033
OLNUL;N414004;E0052306
OMARD;N430617;E0073528
OMEDA;N421944;E0082143
ORKUM;N403350;E0072858
OSPOK;N405125;E0044000
OTARO;N390000;E0044106
PADKO;N431354;E0051959
PELOS;N410943;E0080941
PIGOS;N433720;E0072216
PIGOS;N433720;E0072216
RAPED;N432224;E0065336
RAPUR;N425336;E0084037
RARQU;N420120;E0065856
RASPA;N420928;E0052347
RATAP;N424323;E0090616
REQIN;N390000;E0061500
RIPAL;N395841;E0044617
RISEP;393624;E0045935
RIXOT;N402328;E0044000
ROTIS;N425800;E0053000
RUBAS;N422237;E0063408
SALMA;N390000;E0064300
SECON;N424944;E0050614
SIQOZ;N425920;E0082439
SODRI;N430047;E0082219
SOFFY;N430114;E0051050
SORAS;N403308;E0044000
SOSUR;N423337;E0045951
SOTAX;N393506;E0044000
SOVAG;N410849;E0071224
STP;N431310;E0063607
SUPUX;N402529;E0080000
SURJU;N414649;E0053657
SUXER;N400809;E0055132
TABOT;N390900;E0080000
TALEP;N432744;E0084244
TINOT;N424152;E0051854
TIXIT;N432046;E0065030
TORTU;N432318;E0085730
TURIL;N431336;E0060126
UMNIQ;N431134;E0065015
UNANA;N425113;E0061049
VAREK;N421847;E0075850
XATOS;N394155;E0080000
ZETCO;N420918;E0064141
ABRIX;N433847;W0015745
ADABI;N463340;E0003151
ADATU;N453214;E0024932
ADEKA;N455630;E0031048
AFRIC;N434627;E0025209
AGN;N435317;E0005222
AGOPA;N480500;E0020035
ALBER;N422705;E0024956
AMLIR;N442635;E0030954
AMOLO;N434941;E0023444
ANETO;N424135;E0003330
ARKIP;N473800;E0020211
ARMAL;N472027;E0020311
ARNAV;N471224;E0014725
ARTAX;N461527;E0014700
ARVID;N430434;W0012753
ASKAN;N450240;W0010223
ASPET;N430000;E0005847
ATSUP;N454434;E0025710
AUCHE;N433905;E0003330
BADAM;N440511;E0031014
BAKTA;N435012;W0010610
BALAN;N463058;E0010200
BEBIX;N455657;E0012359
BEVOL;N470043;E0005551
BIDAC;N432502;W0010808
BMC;N444937;W0004316
BOKNO;N470249;E0004130
BOLSA;N432003;E0031854
BRUSC;N434451;E0030124
BTZ;N432800;W0013037
BUGUS;N450000;E0005738
BUROX;N433750;E0011518
CFA;N454715;E0031132
CHALA;N452119;E0000751
CNA;N453934;W0001842
DEGOL;N434650;E0025108
DEPOM;N471904;E0021045
DIBAG;N454722;E0004715
DIDRU;N461054;E0000152
DIGPO;N433056;E0001802
DIRAX;N443308;W0002716
DIRMO;N470521;E0021132
DISAK;N480800;E0020754
DITEV;N442901;E0025409
DODOM;N432031;E0005604
ECKAP;N454210;E0013308
ELKUK;N470035;E0005352
ENUPA;N463854;E0032710
EQLIQ;N435550;E0025108
ERAKI;N425942;W0010301
ERIXU;N480500;E0021535
ESIDA;N452922;E0042318
ESISI;N445334;E0012542
ETAMO;N465025;E0022015
ETENU;N454209;E0013605
ETPAR;N451145;W0005142
ETPIL;N470352;E0001639
EVNAM;N433615;E0010649
EVPOK;N452827;E0012235
FISTO;N442741;E0011338
FJR;N433442;E0035829
FOUCO;N454517;E0002850
GAI;N435715;E0014927
GALDO;N431534;E0014445
GALOF;N455615;W0013944
GAUDE;N430000;E0003812
GEANT;N422600;E0021259
GERVA;N460328;E0025228
GILUR;N443806;E0021914
GIROM;N424630;E0005950
GONUP;N432739;E0004532
GUERE;N461124;E0020522
GUSON;N462827;E0012840
IBRAP;N422142;E0020331
KANIG;N422849;E0025859
KETEX;N480800;E0022135
KOLIS;N442057;E0004541
KOTIS;N471348;E0024809
KUKOR;N463231;E0030745
KUSEK;N474222;E0023416
LABAL;N460139;E0032118
LACOU;N441748;E0005416
LAKOB;N465300;E0030546
LAMUT;N470706;E0025905
LAPOS;N442024;W0005136
LARON;N461339;E0021154
LATEK;N425230;W0003925
LATRA;N480500;E0023100
LAVRA;N443915;E0013149
LEMKA;N463744;W0001500
LERGA;N451526;E0034501
LERGI;N450000;E0003000
LIQID;N450834;E0040006
LMG;N454857;E0010132
LOBMO;N445900;E0030145
LOMRA;N432039;E0015259
LULUT;N442355;W0005023
LUSEM;N432229;W0014650
MAGEC;N434454;W0011145
MAKOX;N451958;E0011417
MANAK;N461248;W0005631
MAQAB;N432445;E0001723
MEN;N443630;E0030945
MINPA;N450616;E0031029
MINSO;N445054;E0025545
MIRBA;N444326;E0001937
MOKDI;N445725;E0031001
MONOT;N480500;E0022726
MORIL;N430357;E0022101
MOTIK;N442842;W0005000
NAKET;N451846;E0041224
NAKIS;N441921;E0040553
NARAK;N441743;E0014456
NASEP;N443054;E0021356
NATPI;N424326;E0011409
NEKTA;N434503;E0030130
NETUK;N431530;W0013656
NIGAG;N461523;W0001644
NINUN;N444607;E0033346
NOQAS;N451311;E0041422
OBLOC;N444037;W0000911
OGRIL;N431732;E0011406
OKABI;N423658;E0012901
OLOXO;N422607;E0013046
ORTEZ;N432156;W0004300
OSMOB;N443857;W0002018
OVDIL;N440518;E0005317
PECNO;N455802;E0015154
PEPAX;N470453;E0002709
PEQEF;N442249;E0041557
PERDU;N424356;E0000904
PERIG;N450702;E0005810
PIMAK;N452330;E0040053
PIMQO;N450933;E0011135
PIPOR;N430033;W0010629
POI;N463452;E0001753
POKET;N450651;E0003705
PPG;N424502;E0025202
PUMAL;N422201;E0020031
RAPES;N431448;E0015448
RARAK;N440144;E0004133
RAZQI;N462827;E0011500
REPSI;N453121;E0041631
RIBOU;N430447;E0015544
RISUN;N462156;E0023612
ROCAN;N424024;E0015648
ROMAK;N443748;E0022920
ROYAN;N454000;W0010212
RUTIP;N422839;E0012614
SECHE;N442619;E0003055
SIJAN;N431151;E0025613
SIQLE;N470116;E0031413
SOMTI;N452701;E0025559
SOPIL;N470133;E0010318
SOTAK;N434917;E0005632
SOVET;N440820;E0014651
SOVOS;N432313;W0005400
SUQOC;N462624;W0002347
SURUD;N432716;E0005845
TAKAT;N443736;E0023602
TBO;N431956;E0000845
TEPTI;N432434;E0002356
TIS;N455255;E0033313
TITVA;N452148;E0035732
TIVLI;N424818;W0002612
TOPTU;N424748;W0001137
TOU;N434051;E0011835
TOZOT;N451109;E0040556
TUDRA;N463220;E0004651
TUPAR;N462545;W0003946
UFFIX;N475216;E0024521
URUNA;N432118;W0014425
USAKU;N433727;E0002820
UTISO;N460244;W0012749
UTUVA;N455148;E0032928
UVELI;N450229;E0000643
VALKU;N455953;E0024905
VAVIX;N441640;W0004139
VELIN;N445848;E0000920
VELIR;N452415;E0031057
YACIM;N431617;E0033917
YAQEL;N450317;E0034815
ABESI;N460935;E0090234
ABREG;N461825;E0093305
AKASU;N460635;E0082944
AOSTA;N454747;E0072045
ARGAX;N470300;E0091753
BADEP;N470138;E0072528
BASGO;N461623;E0082820
BEGAR;N475430;E0073500
BEGAR;N475430;E0073500
BENOT;N470328;E0071022
BERSU;N470808;E0075629
BIBAN;N455532;E0072703
CANNE;N461000;E0085252
CERVI;N455812;E0073243
DEGAD;N462610;E0083706
DEGES;N472445;E0091207
DEVDI;N474420;E0073252
DITON;N471808;E0082000
ELMUR;N470924;E0085427
EMMEF;N450106;E0063850
ESOKO;N455239;E0070550
GAMSA;N472430;E0093907
GAMSA;N472430;E0093907
GAMSA;N472430;E0093907
GAMSA;N472430;E0093907
GAMSA;N472430;E0093907
GEMLA;N453420;E0062023
GERSA;N470222;E0083156
GEVEA;N461514;E0060756
GIGUS;N452323;E0062630
GIGUS;N452323;E0062630
GILIR;N470348;E0061421
GIRKU;N460305;E0055417
GODRA;N463534;E0074232
GUDAX;N464705;E0072925
HOC;N472760;E0073956
IBODI;N465713;E0055400
INCUS;N455117;E0060238
INTEG;N470902;E0095609
IRMAR;N444800;E0064726
KESEX;N471405;E0084300
KINES;N451953;E0064519
KINNI;N460520;E0061242
KOGAS;N454830;E0062327
KORED;N465102;E0072451
KUKEV;N453910;E0071229
LADOL;N481000;E0085712
LAMUR;N463447;E0071353
LAPRI;N445849;E0070936
LOKTA;N481000;E0091058
LOKTA;N481000;E0091058
LURAG;N453140;E0070520
LUSAR;N464008;E0051046
LUTIX;N470954;E0072214
MANEG;N471215;E0084320
MEDAM;N451552;E0065624
MILPA;N461809;E0055247
MOBLO;N454835;E0064322
MOKIP;N462656;E0050537
MOLUS;N462638;E0064046
MOPAN;N481447;E0080916
MOPAN;N481447;E0080916
NATOR;N481012;E0081917
NATOR;N481012;E0081917
NEGRA;N474320;E0092538
NEMOS;N465443;E0065424
NINTU;N460850;E0053311
NITAM;N450622;E0070928
NUNRI;N473512;E0093909
NUSBA;N460624;E0054248
ODINA;N460616;E0083954
OLBEN;N471816;E0073746
OMASI;N455422;E0055827
ONNOF;N455714;E0055451
ORSUD;N455728;E0071054
PUNSA;N460443;E0080133
RAVED;N474345;E0094010
RAVED;N474345;E0094010
RAVED;N474345;E0094010
RAVED;N474345;E0094010
RESIA;N462842;E0100236
RIPUS;N471537;E0083000
ROBEX;N450654;E0063538
ROLSA;N471723;E0085321
ROMIR;N474247;E0090628
RONAG;N464646;E0101532
RONOP;N451109;E0070923
SAFFA;N464413;E0102416
SONOM;N474703;E0085346
SOPER;N465322;E0085640
SOSAL;N463329;E0065304
SOSON;N463624;E0083539
SUXAN;N463344;E0102845
TITIX;N475130;E0082348
TRA;N474122;E0082613
TUFTA;N462318;E0052514
TUROM;N465031;E0055759
UBIMA;N460735;E0064204
ULMES;N465718;E0071734
UMTEX;N475015;E0093727
UMTEX;N475015;E0093727
UMTEX;N475015;E0093727
UMTEX;N475015;E0093727
UNKIR;N464856;E0054337
UTAVO;N462438;E0090033
VADAR;N463926;E0064513
VADEM;N464318;E0062901
VANAS;N452726;E0064449
VEVAR;N444800;E0070045
ABODA;N352450;W0075000
ABTIR;N325056;W0124806
AKUDA;N355800;W0085700
AMSEL;N355800;W0075300
BAROK;N355800;W0100124
BEXAL;N355800;W0112654
DESUM;N302324;W0131907
DOMOG;N330056;W0093446
ERMED;N330055;W0100811
IBALU;N342640;W0084721
IBLIV;N331026;W0112422
KONBA;N311803;W0151806
KORNO;N355000;W0072500
KUBIL;N341540;W0125442
LAPNO;N341008;W0082712
LEPRU;N320000;W0144804
MARJA;N344432;W0074637
NEVTU;N325843;W0131441
NIDEB;N325748;W0115932
NIPRI;N330000;W0140724
NISBA;N334046;W0090112
OSDIV;N330858;W0135010
OSLAD;N355800;W0081851
ROLRO;N314009;W0105801
RUNAX;N355000;W0063756
SALCA;N341913;W0081634
SAMAR;N305359;W0142456
SUBAL;N353247;W0121845
TAKAV;N355800;W0092219
TERTO;N300615;W0124302
TIGGI;N355800;W0105608
VASTO;N303034;W0133422
XELER;N330723;W0105912
ABAMI;N512530;E0071650
ABFAD;N535749;E0083549
ABGUS;N515201;E0110312
ABGUS;N515201;E0110312
ABILU;N512436;E0075715
ABNED;N515057;E0031019
ADKUV;N503025;E0064903
ADUTO;N503054;E0032142
AFPIN;N541042;E0074057
AGATI;N525442;E0100144
AGISU;N535254;E0063000
ALASA;N544831;E0095742
ALASA;N544831;E0095742
ALFEN;N521024;E0044733
AMADA;N550000;E0062100
AMADA;N550000;E0062100
AMALI;N522847;E0102423
AMGOD;N525831;E0034107
AMICH;N541220;E0110913
AMISO;N535558;E0113426
AMISO;N535558;E0113426
AMRAK;N544928;E0094502
AMRAK;N544928;E0094502
AMSAN;N520901;E0070641
ANDIK;N524422;E0051614
APEBE;N514429;E0084710
APNOC;N531718;E0091759
ARCKY;N501757;E0060756
ARDEN;N495143;E0045128
ASBON;N504325;E0073308
ATPAQ;N523224;E0074515
ATTUS;N545359;E0084658
ATTUS;N545359;E0084658
BADGO;N510546;E0081408
BADOS;N542212;E0090807
BAGOS;N543422;E0111612
BAGOS;N543422;E0111612
BASUM;N524619;E0084719
BATAK;N513416;E0044720
BATEL;N523249;E0110559
BATEL;N523249;E0110559
BEDUM;N532053;E0063520
BELOB;N504234;E0031252
BERGI;N524456;E0042132
BERIM;N534334;E0112804
BERIM;N534334;E0112804
BERXO;N511331;E0095256
BETEX;N494857;E0062531
BETEX;N494857;E0062531
BIGGE;N511932;E0082558
BITBU;N495859;E0063342
BLUFA;N525010;E0062000
BREDA;N513337;E0045112
BUB;N505408;E0043217
BUDIP;N512245;E0055227
BUMAB;N543615;E0105100
BUMIL;N530712;E0111710
BUMIL;N530712;E0111710
CIV;N503426;E0034958
DELOM;N501853;E0040523
DEMIR;N545011;E0095110
DEMIR;N545011;E0095110
DEMUL;N495747;E0055843
DENIX;N530744;E0102725
DENOL;N515900;E0084022
DENOX;N505246;E0040140
DENUT;N511410;E0033927
DIBIR;N511637;E0060728
DIK;N495141;E0060747
DINAN;N494955;E0051953
DIRBO;N524956;E0105039
DISRA;N532000;E0042510
DIXAT;N511604;E0070902
DOJOH;N505013;E0074442
DOMEG;N514234;E0073514
DOROR;N550000;E0070918
DOROR;N550000;E0070918
DOSUR;N545131;E0091139
DOSUR;N545131;E0091139
EEL;N530951;E0064000
EFIDE;N523116;E0070335
EKERN;N543021;E0095150
EKNON;N524618;E0060149
ELKIM;N541721;E0114030
ELSIK;N511142;E0045955
ELSOB;N533909;E0093446
EMMUN;N524000;E0070200
EVELI;N523825;E0032313
EXCOS;N493420;E0062814
EXOBA;N514602;E0081937
FERDI;N505445;E0033813
FUFNA;N542049;E0082821
GALSO;N514358;E0031019
GARLU;N524945;E0110705
GARLU;N524945;E0110705
GASTU;N533800;E0080019
GESLO;N500445;E0060018
GESTO;N531030;E0100501
GIKOG;N543816;E0085729
GIMRU;N543336;E0111849
GIMRU;N543336;E0111849
GIPDO;N542827;E0111232
GIRVI;N504644;E0030356
GISEB;N515405;E0045927
GITER;N543840;E0110000
GITER;N543840;E0110000
GMH;N511014;E0075331
GOBOT;N543722;E0110510
GOBOT;N543722;E0110510
GODOS;N531457;E0032547
GREFI;N550000;E0055132
GREFI;N550000;E0055132
HABFU;N525703;E0091009
HAM;N534108;E0101218
HELEN;N511407;E0035211
HLZ;N522148;E0104743
HLZ;N522148;E0104743
HMM;N515125;E0074230
HUNQI;N535150;E0072105
IBERA;N493030;E0061630
IBESA;N502939;E0061958
IDOSA;N494430;E0055211
IFTOC;N541157;E0072913
IPMOG;N525221;E0070712
IPSUB;N550000;E0075711
IPSUB;N550000;E0075711
IQITA;N544119;E0073840
IRKIS;N531456;E0105319
ISMEF;N523748;E0072827
ITMIZ;N530619;E0073937
IZZEX;N543844;E0092321
JUIST;N533346;E0065512
KATCE;N511505;E0102100
KATCE;N511505;E0102100
KEGAB;N525503;E0092527
KENUM;N504321;E0061422
KESUR;N545026;E0095315
KESUR;N545026;E0095315
KOK;N510541;E0023906
KOKOR;N542741;E0114124
KOKOR;N542741;E0114124
KOMOB;N500838;E0052225
KONAN;N510751;E0020000
KONOM;N533758;E0052943
KOZUF;N512110;E0033927
KUBAT;N532011;E0065937
KUDIN;N494135;E0051546
KUGAL;N550000;E0073714
KUGAL;N550000;E0073714
KUMER;N513215;E0103806
KUMER;N513215;E0103806
KUSHA;N544132;E0075102
KUTXO;N533208;E0092312
KUXOD;N542906;E0111057
LAMSO;N524358;E0025940
LARAS;N515004;E0044150
LARBU;N515308;E0091135
LENDO;N503731;E0061643
LIMGO;N493814;E0061654
LIPNI;N493148;E0055045
LIRSU;N501112;E0062712
LIRSU;N501112;E0062712
LNO;N503509;E0054237
LOMPU;N543532;E0111210
LOMPU;N543532;E0111210
LONAM;N535023;E0035633
LUTAX;N493258;E0054858
LUTIR;N550351;E0082458
LUTIR;N550351;E0082458
LUWIL;N532533;E0112734
LUWIL;N532533;E0112734
MAKEL;N542658;E0114801
MAKEL;N542658;E0114801
MALYK;N525915;E0074324
MAS;N505819;E0055738
MATUG;N502500;E0062211
MATUG;N502500;E0062211
MAVAS;N522355;E0031000
MAWEQ;N521624;E0083458
MAXUN;N533222;E0063835
MEBIX;N523948;E0071008
MEDIL;N502032;E0034030
MEGAR;N542806;E0113854
MEGAR;N542806;E0113854
MICOS;N541820;E0110019
MILGI;N511149;E0060730
MIMVA;N530603;E0031813
MISGO;N512417;E0065233
MOKUM;N542903;E0060536
MOXCI;N535529;E0073604
MUBZI;N533218;E0090038
NAVPI;N523250;E0025026
NEBUN;N530404;E0111301
NEBUN;N530404;E0111301
NIE;N523733;E0092219
NIGUG;N520237;E0051655
NIK;N510954;E0041102
NILEM;N501748;E0040708
NITLA;N543008;E0110826
NOGRO;N515756;E0031019
NOLRU;N513004;E0061250
NOMKA;N512652;E0103007
NOMKA;N512652;E0103007
NORKU;N521256;E0065835
NORTA;N515207;E0094835
NUSGU;N531600;E0112319
NUSGU;N531600;E0112319
NVO;N504922;E0063812
OBATU;N524220;E0102455
OBOKA;N504442;E0072017
ODVIL;N515022;E0035151
OGFON;N540510;E0081024
OMEPA;N531552;E0082957
OMIMA;N550000;E0063655
OMIMA;N550000;E0063655
OMWEG;N540017;E0092950
ONTAZ;N530104;E0071242
ONUNE;N512209;E0072500
OPWOT;N532410;E0083023
OSN;N521200;E0081708
OSNAD;N521200;E0081708
OTMEC;N520403;E0054946
PABCO;N530806;E0071046
PAM;N522005;E0050532
PARYD;N530229;E0072220
PETIK;N523654;E0041257
PIBUL;N542210;E0112741
PIPQU;N523846;E0060522
PIROT;N520312;E0091413
PITES;N494343;E0063110
PITES;N494343;E0063110
PIZID;N543132;E0093959
PODER;N513645;E0084117
POVEL;N520742;E0104940
POVEL;N520742;E0104940
PREXA;N524206;E0042818
RAMAR;N534239;E0105620
RAPIX;N512635;E0020000
RASCA;N500845;E0045252
RAVLO;N525501;E0030854
RAXLU;N544256;E0101625
RAXLU;N544256;E0101625
REDFA;N520653;E0022917
REMBA;N503944;E0045451
RENEQ;N541425;E0041800
REXMI;N550000;E0074447
REXMI;N550000;E0074447
RIBSO;N534846;E0092025
RIMET;N512002;E0101310
RITAX;N500440;E0054825
RKN;N520800;E0064550
ROBEG;N521401;E0091611
ROCZO;N540933;E0075503
ROSOK;N541236;E0120436
ROSOK;N541236;E0120436
ROUSY;N492835;E0060654
RUBUT;N504905;E0024033
SAS;N521503;E0095303
SASKI;N513253;E0023000
SISGA;N503705;E0040324
SOFED;N530843;E0071226
SOGPO;N515756;E0061510
SOGRI;N504823;E0050243
SOMVA;N521826;E0023838
SONEB;N520125;E0064551
SOPOK;N501510;E0054626
SPI;N503053;E0053725
SPY;N523225;E0045114
STADE;N532943;E0092649
SUPUR;N530055;E0033352
SUSET;N520744;E0050755
SUTAL;N492800;E0062330
SUTAL;N492800;E0062330
SUTEB;N550000;E0052508
SUTEB;N550000;E0052508
TACHA;N521522;E0031428
TENLI;N521447;E0061501
TIVUN;N505532;E0075846
TOLGI;N514946;E0093159
TOLTA;N514114;E0093045
TOLVU;N493731;E0052218
TOPPA;N532409;E0033341
TORNU;N511100;E0055000
TUGDU;N543910;E0095439
TULIP;N522204;E0035126
TUSKA;N550000;E0075234
TUSKA;N550000;E0075234
UPDAT;N515543;E0101312
VALAM;N530154;E0052319
VALKO;N520417;E0035023
VELED;N512324;E0052201
VICOT;N512854;E0040302
WANZA;N541334;E0082400
WEZPU;N543900;E0094221
WEZTE;N522415;E0070340
WIMCI;N524126;E0085630
WOODY;N512420;E0042159
WRB;N513021;E0090639
XAROL;N511852;E0090245
XEBOT;N531852;E0063842
ZUCKA;N514025;E0105348
ZUCKA;N514025;E0105348
ADLAS;N345743;E0331912
AFONO;N331043;E0321702
AGUZO;N334956;E0333503
ALKIS;N351200;E0300000
ALSUS;N350206;E0343924
AMAKO;N344725;E0335601
ANANE;N341755;E0324341
ANIDE;N340949;E0300000
APLON;N335200;E0320400
AZANA;N331435;E0333013
AZERE;N331205;E0335408
BALMA;N342900;E0350300
BAPAX;N354206;E0341027
BETID;N342712;E0325806
BIRES;N330545;E0325218
BONEK;N350423;E0325605
BOSIS;N343724;E0334424
DAFNA;N323236;E0341348
DAROS;N350042;E0330854
DASNI;N353700;E0305100
DESPO;N342654;E0342254
DIPOS;N344524;E0324812
ELIKA;N334955;E0343500
EMEDA;N342854;E0334812
EMILI;N343820;E0340240
ESERI;N342855;E0322308
EVENO;N355000;E0300000
EVORA;N332400;E0305700
GENOS;N344044;E0315404
IDAKU;N340507;E0324158
IREFA;N342503;E0332508
IVETI;N344431;E0324217
KAVOS;N334400;E0300000
KEREN;N322232;E0340445
KOBER;N344437;E0340624
KOMEZ;N341435;E0305406
KONFO;N322542;E0340656
KRASI;N351502;E0343006
KUKLA;N341442;E0344448
LAKTO;N323800;E0320500
LCA;N345222;E0333732
LEDRA;N331200;E0330300
LOSOS;N344236;E0332212
LUBES;N345512;E0324436
MAROS;N343700;E0305300
MERVA;N324654;E0343238
MEZUS;N342503;E0320332
NIKAS;N351136;E0354300
NORDI;N344748;E0330518
ODELO;N333938;E0332252
OTESA;N345543;E0332605
OTHON;N342724;E0300000
PASOS;N321300;E0330600
PEDER;N351041;E0305153
PHA;N344242;E0323021
PIKOG;N324931;E0333729
RASDA;N330600;E0305700
REXAL;N344324;E0335342
RUBIK;N345412;E0330454
RUDER;N345712;E0340730
SAFTA;N334744;E0313958
SOBOS;N345530;E0335642
STEPA;N324859;E0322349
SUVAS;N321010;E0335933
TEZAK;N332750;E0314711
TIROS;N331800;E0341900
TOBAL;N345530;E0320724
TOMBI;N360226;E0304928
TOSKA;N345800;E0300000
TUZIB;N340148;E0335018
USEBE;N335710;E0305504
VADUS;N351819;E0320329
VANZA;N344528;E0300000
VELOX;N334900;E0340500
VESAR;N355456;E0340058
VOLBE;N344808;E0341742
ZOMBA;N334926;E0335114
ZUKKO;N323342;E0335657
ABDAR;N471149;E0351521
ABODO;N500000;E0381400
ABROK;N513535;E0290154
ABSON;N493750;E0234522
ABUGA;N494030;E0364948
ABVAM;N481532;E0333424
ADBAN;N494808;E0252328
AKLEF;N475538;E0252659
AKONA;N475818;E0340812
AKULO;N484118;E0324431
AMEDU;N494220;E0225025
AMIRI;N515511;E0255311
ARNAD;N452100;E0363848
ARPOD;N505812;E0303831
ATREK;N475312;E0291359
BABIS;N495954;E0262129
BABLA;N475111;E0321646
BABSU;N494110;E0284629
BAGSA;N491543;E0260003
BAKOK;N493802;E0295356
BAMUD;N475432;E0241235
BANUV;N481924;E0243002
BAREN;N480000;E0311618
BASGA;N472214;E0373331
BEDBA;N480429;E0374058
BEFAZ;N472659;E0330002
BEMBI;N500429;E0295559
BEVRO;N492125;E0343537
BOGMA;N475718;E0313554
BORAT;N512759;E0293512
BRP;N501709;E0305404
BUDUK;N500230;E0285744
BUKOV;N475706;E0255730
BULIG;N475800;E0361300
BURAK;N515049;E0262345
CY;N500406;E0312332
DEKAD;N485700;E0332200
DEMER;N493224;E0313649
DIBED;N495318;E0230330
DIBON;N515335;E0260717
DIDUR;N483537;E0275020
DIFOX;N474134;E0331750
DIMAB;N483240;E0370214
DIMOS;N452842;E0350316
DIODA;N503350;E0240529
DITIX;N473040;E0341233
DORER;N502757;E0271228
DOTEL;N475514;E0333443
EDIMI;N494256;E0314539
ELBAM;N465440;E0365044
ELNIK;N513914;E0325857
ERBIZ;N481039;E0261939
EROMO;N475713;E0235647
ETOKA;N481429;E0322128
FASAD;N473318;E0381848
FAVAR;N492033;E0355007
FORMA;N502118;E0354154
GAMAN;N450000;E0363530
GAMLA;N491612;E0302522
GANRA;N482643;E0371113
GEMTO;N480800;E0223540
GEPTO;N510540;E0304953
GIDNO;N500717;E0260216
GIZOT;N462456;E0325349
GOBLI;N480517;E0303942
GOBUN;N501806;E0373824
GODOD;N482128;E0324023
GOLKU;N503502;E0292453
GONED;N475400;E0390000
GORKU;N493619;E0250420
GOROS;N492724;E0294530
GOTAP;N501518;E0314912
GOTIX;N500118;E0231243
GOTRA;N485448;E0253554
GUKOL;N481142;E0395636
IDKOG;N480426;E0252917
ILTUK;N490712;E0253006
INFUX;N501320;E0232859
INROG;N482453;E0264846
INSUM;N482433;E0374618
INTOZ;N485703;E0320508
IPRUS;N463250;E0350137
IRBAT;N484023;E0375034
IRBOL;N513104;E0323031
IVF;N485303;E0244129
IVNER;N510705;E0235126
IZERA;N501246;E0335307
KAFEL;N503625;E0291650
KEDFO;N485848;E0295256
KEKEB;N474208;E0380901
