FRA Point;FRA Point Latitude;FRA Point Longitude
VATRE;N672224;E0582311
VELUS;N604600;E0461852
VEZAR;N602648;E0483556
VUDGE;N623413;E0315914
ADANO;N394000;E0455000
ADEKI;N411748;E0464500
ADILA;N395948;E0452942
AGISO;N413740;E0432945
AMGIK;N410438;E0435538
ANAGU;N413750;E0460056
ASMIK;N403941;E0441400
BADIR;N412900;E0452200
BAGEM;N413556;E0442850
BANUT;N425924;E0395900
BARAD;N412131;E0450500
BARUS;N415414;E0425030
BASKA;N423459;E0432655
BERDO;N405923;E0441124
BT;N420523;E0433901
DEDON;N414255;E0451448
DEKIT;N400800;E0451534
DF;N415500;E0443356
DISKA;N412750;E0451734
ELSIV;N403752;E0452214
EMBUS;N421406;E0431650
EREVA;N400850;E0442201
FIBBE;N420034;E0431943
GIMUR;N420100;E0440756
GOGOL;N400755;E0445957
GOSIS;N395650;E0445910
GUSLI;N425506;E0431702
IBERI;N420939;E0414318
IDLER;N422925;E0400845
IDRUS;N405802;E0435904
INDUR;N400656;E0433953
IRLAN;N393041;E0452638
IZERO;N413921;E0410632
KADZE;N421822;E0413825
KOTAN;N412248;E0462724
KTS;N421033;E0422905
KUFAN;N415718;E0461712
KUSSA;N415803;E0414801
LAGAS;N413419;E0441353
LAMUS;N413240;E0453124
LAPTO;N423753;E0441119
LU;N413605;E0413651
LUMIK;N400200;E0444037
LURIS;N422525;E0454607
MAGRI;N385408;E0462300
MAQQO;N420432;E0414144
MATAL;N404607;E0453008
NEGAN;N394518;E0450036
NOLGA;N412541;E0425844
ODILI;N414317;E0420540
OGEVI;N410805;E0434713
OGEVI;N410805;E0434713
PALLE;N412835;E0441925
PEMAN;N402328;E0453832
PORZA;N415708;E0404938
REBGI;N401436;E0443439
REBLO;N405024;E0434106
ROLIN;N414757;E0403923
SARPI;N413256;E0412659
SEVAN;N403203;E0445717
SOSED;N420635;E0410015
TABAS;N405007;E0434954
TAGAR;N421642;E0430410
TAVRO;N411129;E0443009
TAVRO;N411129;E0443009
TAVSA;N423000;E0441456
TBS;N414014;E0445649
TETRO;N414021;E0425135
TIBLO;N402308;E0435328
TISOT;N411605;E0445309
TISOT;N411605;E0445309
TUTAK;N400803;E0453246
TUZZA;N415248;E0415606
VETEN;N400803;E0455722
VIZRO;N420709;E0431819
ZAGOT;N414706;E0440811
AGISA;N394400;E0232054
AKINA;N365849;E0261455
AKORO;N371236;E0242336
ALKIS;N351200;E0300000
ALX;N405114;E0255724
AMANI;N391956;E0262958
AMAXI;N350552;E0254658
AMISI;N385048;E0244906
AMSIV;N395437;E0231542
ANIDE;N340949;E0300000
ANTAR;N334800;E0281600
ARA;N380932;E0212546
ARLOS;N343731;E0230000
ASTOV;N372515;E0223204
ATFIR;N412406;E0234629
ATV;N375319;E0234816
BADOG;N360306;E0215853
BAMOS;N391741;E0233340
BANRO;N362941;E0275943
BELGI;N403000;E0255300
BELIX;N365800;E0190000
BENEM;N361100;E0291900
BERAP;N372440;E0213750
BITLA;N405232;E0212129
DDM;N372840;E0231302
DEMAG;N353105;E0210912
DIGTI;N410731;E0261917
DIMIS;N400421;E0203541
DINOB;N384327;E0190000
DISOR;N411450;E0224530
EBOKA;N352315;E0222053
EKTOS;N370725;E0231731
ELPIS;N401934;E0223611
ELVAS;N383129;E0215031
ENESI;N381850;E0201513
EPALO;N354256;E0250037
ERANA;N410948;E0221422
ESOPO;N392022;E0243008
ETILI;N354954;E0230231
EVENO;N355000;E0300000
EVIVI;N412410;E0232720
EXELA;N355720;E0293252
FSK;N410555;E0225929
GARTA;N385906;E0205806
GAVDO;N344122;E0232520
GENDO;N365517;E0244741
GERMI;N380956;E0230728
GIKAS;N392959;E0244001
GOLDO;N405256;E0261458
GUDIS;N343208;E0274558
IDILO;N404726;E0252622
IPTES;N384246;E0212916
IRA;N352027;E0251107
IXONI;N381854;E0221356
KAM;N370359;E0220126
KAS;N402704;E0211631
KAVOS;N334400;E0300000
KEA;N373326;E0241755
KERES;N385838;E0242932
KERMA;N382207;E0255136
KFN;N380647;E0203017
KOGIS;N400713;E0215948
KOPAR;N364949;E0264119
KOR;N375549;E0225609
KOROS;N390559;E0245457
KPC;N352519;E0270849
KRK;N392638;E0200422
KUGGI;N374745;E0232609
KUMBI;N334250;E0284500
KUPIS;N361419;E0255355
LAPSO;N350306;E0271620
LATAN;N391736;E0190000
LATMO;N350819;E0282336
LINGI;N343043;E0243244
LINRO;N355756;E0274158
LMO;N395510;E0251414
LORNO;N372400;E0190000
LUSES;N391853;E0222425
MADEX;N363911;E0252354
MAKED;N410745;E0223100
MES;N381506;E0255421
METRU;N340000;E0250900
MIL;N364451;E0243110
MONUV;N360713;E0233001
NEVIK;N350800;E0215740
NEVRA;N381006;E0243337
NIKTI;N413247;E0240718
NOSTO;N394900;E0190000
OLGAT;N401441;E0190000
OSDES;N382142;E0205534
OTHON;N342724;E0300000
OTREX;N350916;E0245620
PAXIS;N335706;E0272000
PELAS;N391800;E0235930
PEREN;N403548;E0235804
PERIM;N350101;E0283818
PEXAN;N364049;E0251047
PIBOM;N405415;E0251828
PIKOS;N395742;E0213300
PINDO;N402851;E0205721
PIROX;N362900;E0280300
PLH;N351339;E0234051
RDS;N362023;E0280456
REDRA;N375856;E0263128
RIGRO;N373524;E0255227
RIKSO;N385000;E0262600
RIPLI;N371633;E0252146
RODIP;N412515;E0244204
ROTAS;N355650;E0201346
RUGAS;N411946;E0224729
RUPUM;N360610;E0272210
RUTOM;N383106;E0190000
SALUN;N340000;E0242700
SAMAZ;N345723;E0240101
SIGFO;N385635;E0233904
SIRIO;N364313;E0193243
SIT;N350406;E0261121
SKP;N391050;E0233657
SOKRI;N361528;E0232819
SOTEG;N383539;E0205629
SOTIV;N363300;E0282900
SOTIX;N355112;E0265412
STINO;N393527;E0250627
SUTIS;N404207;E0244455
TALAS;N410436;E0215500
TANSA;N340000;E0264900
TETUZ;N360154;E0213631
TIGRA;N400324;E0190000
TITUS;N361953;E0212305
TOSKA;N345800;E0300000
TRL;N372414;E0222025
TSL;N402725;E0225928
TUMBO;N400402;E0202822
USINI;N364037;E0270754
UVRIT;N363631;E0254945
VANZA;N344528;E0300000
VARDI;N384019;E0215704
VAXOS;N345935;E0292004
VELOP;N370857;E0231712
VEXOL;N382056;E0261158
VJOSA;N395855;E0202329
XANIS;N383420;E0221109
YNN;N394200;E0204917
ABOSI;N394645;W0011705
ABRIX;N433847;W0015745
ABUPI;N414504;W0071410
ADINO;N400104;W0062225
ADORO;N412859;W0061648
ADROX;N442048;W0084852
ADUBI;N355000;W0061926
ADUXO;N403044;W0020351
ADVAT;N450000;W0092811
ADX;N393258;E0022345
AGADO;N415222;W0085536
AGENA;N413241;E0032919
AGIDO;N371145;W0023737
AKAMU;N393929;E0022817
AKOKI;N401328;W0031307
ALBER;N422705;E0024956
ALCOL;N375121;W0043108
ALEPO;N422037;W0015748
ALOSU;N415559;E0002955
ALT;N381606;W0003412
ALZUP;N370923;W0014623
AMAKA;N433144;W0051916
AMOTA;N373620;W0051506
AMPIR;N355615;W0055723
AMPOL;N404813;E0003821
AMR;N364959;W0021534
AMTOS;N430000;W0031316
ANANA;N390000;W0022446
ANARU;N274314;W0150515
ANETO;N424135;E0003330
ANTON;N411536;E0014154
ANZAN;N390000;W0031317
APASO;N250000;W0193017
ARBEK;N413238;E0010747
ARDID;N411024;W0061656
ARENA;N254341;W0142131
ARGOR;N393219;E0001755
ARLUN;N420118;W0033649
ARPEX;N373447;W0030127
ARVID;N430434;W0012753
ASDEB;N423057;W0082931
ASDIR;N401855;E0002108
ASKEL;N372445;W0014229
ASMOT;N391633;E0024256
ASPAS;N390000;W0030245
ASPOR;N414855;W0080452
ASTRO;N390128;W0011547
ATLEN;N443019;W0045651
AVILA;N403729;W0043300
BADRU;N434411;W0024748
BAGAS;N430554;W0020541
BAKUP;N442445;W0042610
BALDA;N443635;W0053311
BALNO;N414350;W0065854
BAMBA;N355000;W0062703
BAN;N411925;W0023748
BANEV;N413009;W0023052
BANSO;N371403;W0013917
BARBO;N422656;E0005410
BARDI;N403501;W0061809
BARKO;N421202;W0065641
BARPA;N355000;W0054000
BASIM;N413016;W0031600
BATAX;N414202;W0063719
BAVER;N385247;E0004030
BAZAS;N374404;W0031107
BCN;N411826;E0020628
BEDAL;N420617;W0074514
BEGAS;N450000;W0090000
BEGOX;N390409;W0004619
BELEN;N435451;W0024419
BENED;N401238;W0020930
BERUM;N355000;W0031409
BERUX;N450000;W0110000
BEXID;N393428;W0032905
BGR;N415652;E0031232
BIMBO;N312517;W0160158
BINVA;N390000;W0035430
BIPET;N250000;W0162132
BISBA;N420511;E0033733
BISES;N411907;E0014121
BISKA;N434100;W0024850
BLN;N380909;W0033729
BLV;N431815;W0025531
BODEQ;N413620;E0035137
BRICK;N293529;W0162222
BRIKE;N363017;W0052459
BRITO;N410445;W0020441
BRUNO;N383630;E0002900
BUDIT;N375821;W0023016
BUGIX;N422129;W0033807
BUYAH;N380647;E0030905
CABEL;N250000;W0145628
CABOJ;N260820;W0143838
CALCE;N432146;W0031900
CARBO;N361508;W0012942
CASIM;N401351;E0000835
CASPE;N411606;E0001158
CATON;N394819;W0011242
CAVES;N412900;E0013949
CCS;N393128;W0062605
CDP;N394152;E0032604
CEGAM;N425901;W0021411
CENTA;N395402;W0012555
CHELY;N410430;E0043018
CJN;N402219;W0023241
CLANA;N363032;W0064337
CLS;N394226;W0005911
CMA;N405202;W0011753
COMPI;N392103;W0000028
CORDA;N402456;E0021521
COSTI;N272137;W0134209
CRETA;N405220;E0000342
CRISA;N385619;W0043323
DALIN;N414402;E0032128
DELOG;N441944;W0035915
DEMOS;N415533;W0092143
DEREV;N264323;W0151240
DESAT;N414949;W0061300
DESUM;N302324;W0131907
DGO;N422712;W0025251
DIBER;N420447;E0042454
DIKUT;N400025;E0001410
DIMER;N371822;W0011007
DIMIB;N401949;E0031305
DINCO;N371523;W0011716
DIPES;N410347;E0033224
DIPOL;N402459;W0044035
DIRMU;N414708;E0000935
DISKO;N410055;W0041324
DISVU;N404425;W0011548
DIXIS;N450000;W0100000
DKH;N234441;W0155511
DOPEN;N394519;W0042301
DORMI;N405216;E0002306
DOSEK;N371443;W0015906
DOSUL;N434050;W0031900
DRAGO;N400028;E0014556
DUNES;N405150;E0030927
EBROX;N404231;E0011354
EDIGO;N413016;W0032442
EDIMU;N404642;W0014942
EDULI;N392422;E0022503
EDUMO;N225500;W0233600
EKRIS;N390000;W0054653
ELKEM;N380856;E0014617
ELSAP;N420102;W0005050
ELTAN;N393658;E0041005
ELTEP;N423660;W0074701
EPAMA;N393611;E0012249
ERAKI;N425942;W0010301
ERONI;N243818;W0222848
ESAMI;N355000;W0024111
ESILA;N370305;W0024627
ESPOR;N401659;E0020544
ETANA;N393417;W0033455
ETIBA;N212018;W0184044
ETURA;N381229;W0021119
EXEMU;N411620;W0012301
FENXE;N394320;W0013256
FEVIK;N414047;E0031146
FITSE;N414218;W0053228
FORNO;N422805;W0072853
GALAT;N400916;E0015627
GALTO;N355000;W0050837
GARBI;N404811;E0021712
GASMO;N414346;W0030256
GATAS;N364136;W0015319
GDV;N280438;W0152544
GEANT;N422600;E0021259
GEMAS;N415042;E0004349
GENIO;N381737;E0030852
GERVU;N384912;E0002900
GIR;N415553;E0024619
GIROM;N424630;E0005950
GOBEG;N290000;W0250000
GODIV;N414317;W0061925
GODOX;N392221;E0012439
GOLFO;N362204;W0020317
GOMER;N280000;W0172000
GONZA;N361217;W0025237
GOSOS;N360513;W0044332
GOSVI;N423700;W0012210
GOTOR;N400639;W0034328
GOXIP;N390000;W0042752
GRAUS;N415845;E0002235
GUNET;N193542;W0194406
GUPEL;N212000;W0150000
GURKA;N302602;W0155101
HAMRA;N365216;W0000125
HIDRA;N443000;W0130000
HIE;N274858;W0175311
HIJ;N383029;W0050559
IBA;N385206;E0012157
IBEBA;N385747;E0005636
IBRAP;N422142;E0020331
IDEVU;N393437;W0032401
INKAL;N363644;W0035200
INPAN;N393358;W0034446
INSAD;N280000;W0250000
INSID;N421632;W0070539
INSUB;N383314;E0014511
INTAX;N393524;W0025602
IPERA;N202154;W0204200
ISOKA;N220453;W0193524
ISTER;N400353;E0044000
IXIKU;N270000;W0250000
IXUPA;N393332;E0003715
IZA;N385456;E0012814
JOCRE;N433202;W0042000
KABRE;N390837;E0025724
KAMPO;N394400;W0040319
KANIG;N422849;E0025859
KARES;N411952;E0010908
KASAS;N295911;W0154607
KEMUL;N250130;W0135233
KENAS;N403000;E0030827
KETID;N300000;W0200000
KILVA;N390000;W0025454
KONBA;N311803;W0151806
KONKE;N410200;W0014637
KOPAS;N440000;W0130000
KOPOM;N390000;W0045352
KORAL;N294353;W0123442
KORAV;N433911;W0075156
KORIS;N355000;W0061421
KORNO;N355000;W0072500
KORUL;N445007;W0065511
KOSEL;N374517;W0024737
KUKAL;N375207;W0042851
KUNEN;N364954;W0025027
KUREG;N405358;E0024308
KUVAN;N430640;W0061901
KUXOV;N260000;W0250000
LABRO;N371629;E0010726
LAPIT;N405343;E0042741
LAPTU;N250000;W0250000
LARPA;N403736;E0022055
LARVO;N424602;W0060952
LASIB;N380215;W0071322
LASKU;N433015;W0045224
LASPO;N391657;W0003240
LATEK;N425230;W0003925
LATRO;N414618;E0013706
LAY;N270834;W0131305
LIGUM;N355000;W0020000
LIMAL;N250000;W0173732
LIMTU;N380000;W0001305
LINTO;N355000;W0055716
LISAS;N401208;E0022947
LOBAR;N414453;E0001906
LOGRO;N390000;W0035358
LOLOS;N215100;W0164000
LOMAS;N274314;W0154128
LOMDA;N425110;W0071746
LORES;N403000;E0024209
LOTEE;N443932;W0055012
LOTOS;N403259;E0010011
LPA;N422738;W0021937
LRD;N413311;E0003853
LUKEV;N414558;E0021607
LUKIL;N380001;W0000616
LULAK;N393124;E0024918
LUMAS;N414400;E0044000
LUNIK;N402623;E0032333
LUPES;N401400;W0043640
LUSEM;N432229;W0014650
LUVIV;N362450;W0032252
LUXUR;N381248;E0032252
LZR;N290958;W0133039
MABUX;N393257;W0010859
MAGAL;N380424;W0001351
MALOB;N425042;W0015619
MAMES;N421233;E0040001
MAMIS;N375717;W0025342
MAMOM;N391303;E0040527
MAMUK;N415012;E0020420
MANDY;N395442;W0010226
MAPAX;N434102;W0030239
MAR;N370319;W0045624
MARIO;N421237;W0001439
MARTA;N402117;E0011648
MATEX;N403324;E0001556
MAURI;N212000;W0165200
MEBUT;N384504;E0021341
MECKI;N413943;E0004043
MEGAT;N432956;W0073547
MELON;N394600;W0051907
MERAN;N275123;W0161108
MEROS;N403000;E0042200
MGA;N364852;W0042211
MHN;N395149;E0041259
MIMDI;N363600;W0011300
MINGU;N394934;W0012851
MINTA;N370744;W0072300
MIRPO;N423752;W0020919
MITOS;N382658;W0000049
MIYEC;N234200;W0125900
MJV;N392607;E0024530
MLA;N410747;E0000955
MOCEQ;N381834;W0044112
MOGIL;N380755;E0031207
MOLIN;N390000;W0044109
MONTO;N391318;W0042949
MOPAS;N422607;E0010204
MOPIR;N392445;W0005016
MORAL;N390000;W0033232
MORSS;N395724;E0044000
MOTIL;N393220;W0014443
MUDOS;N433000;W0130000
MUREN;N410327;E0044000
NANDO;N395920;W0021028
NAPES;N371146;W0070149
NARBO;N420823;W0081342
NARGO;N384418;W0005955
NASOS;N392357;W0030140
NATPA;N395508;W0043511
NATPI;N424326;E0011409
NAVAR;N402236;E0003118
NEA;N420139;W0040633
NEDUS;N423912;W0045059
NELAS;N400539;E0033115
NELSO;N314059;W0172725
NENDA;N414104;E0024505
NENEM;N440305;W0030901
NENOS;N385142;W0011959
NEPAL;N404134;E0015529
NESDA;N364917;W0034430
NETUK;N431530;W0013656
NEXAS;N405216;W0004734
NEXEP;N431156;W0092959
NEXUX;N300000;W0210000
NILDU;N421537;E0034943
NINES;N383949;E0020941
NINOT;N391232;E0002900
NOCUT;N195548;W0180000
NOLSA;N422539;W0015427
NOMTO;N401014;E0034231
NONTU;N413001;W0041008
NUBLO;N423958;W0045920
NUNKA;N370047;W0014831
NUSGO;N402420;W0020930
NVS;N402207;W0041458
OBAKA;N363827;W0032618
OBETO;N432835;W0042000
OBIBO;N394017;W0024744
ODEGI;N265341;W0161724
ODSEN;N390351;E0002900
OGERO;N394806;W0062402
OKITI;N390659;E0012640
OLMIR;N383152;E0023105
OLOPO;N274314;W0171115
OLOXO;N422607;E0013046
OLPOS;N384337;W0012032
OLUTO;N393951;E0023645
OMESI;N421635;W0054620
OMILU;N424414;W0034650
ONUBA;N371448;W0064536
ORBIS;N411557;W0041143
ORTIS;N312425;W0163325
ORTOP;N360136;W0072300
ORVEK;N255830;W0184850
ORVUS;N391954;E0002553
OSGAL;N390129;E0025359
OSLAP;N410803;E0004000
OSLEP;N370956;W0071131
OSLEV;N300000;W0220000
OSPOK;N405125;E0044000
OSTIX;N413016;W0030600
OSVAK;N412915;E0003040
OSVAN;N380700;W0003348
OXACA;N375700;W0060000
PALIO;N401544;W0030254
PALOS;N373429;W0003212
PAPOS;N403716;E0012657
PARKA;N390000;W0050900
PASAS;N450000;W0130000
PDT;N401511;W0032053
PECES;N382849;E0035659
PELAT;N410118;E0002633
PEPAS;N370935;W0033415
PERDU;N424356;E0000904
PESAS;N370212;W0072300
PETEK;N424044;W0120000
PEXOT;N405139;E0012707
PIBIL;N300000;W0230000
PIDUD;N374512;E0012834
PIMAD;N381000;E0023000
PIMOS;N360901;W0045337
PIMUR;N371729;W0063106
PINAR;N405849;W0023557
PINEK;N415104;W0083552
PIPHU;N380607;W0042315
PIPOR;N430033;W0010629
PISUS;N411137;W0012718
PITAB;N302110;W0162657
PITAX;N450000;W0120000
PIVUS;N415526;E0035602
PLANA;N395326;W0001935
POBOS;N384309;W0014608
PODES;N355000;W0040253
PODUX;N425404;W0015254
POLCI;N370340;W0014422
PONEN;N412114;W0003251
POPUL;N435655;W0025025
POS;N395539;E0030653
POSSY;N420341;E0000926
PPN;N424402;W0014207
PRADO;N400851;W0020037
PTC;N392538;E0031524
PUCLO;N254238;W0183546
PUMAL;N422201;E0020031
RAFOL;N375658;W0000101
RAMON;N410033;W0001707
RATAS;N423428;W0040151
RBO;N405114;W0031447
REBUL;N414153;E0010649
REMGI;N270525;W0151611
RESTU;N375427;W0013327
RETBA;N392637;W0005432
RETEN;N430000;W0130000
RIDAV;N403207;W0054830
RIMES;N403329;W0000350
RIMTU;N431921;W0082201
RINDI;N370620;W0000349
RIPEL;N421659;W0104858
RIPOD;N300000;W0240000
RIPUX;N391448;W0002623
RISPO;N371759;W0021724
RITUS;N414925;W0081158
RIVEM;N434440;W0083850
RIXUR;N370632;W0033811
ROCME;N414543;E0001102
RODRA;N410305;E0014349
ROLAS;N372456;W0025116
ROLDO;N395233;W0053241
RONDU;N384924;E0013234
RONKO;N422946;W0010150
RONNY;N422545;W0005041
RONSI;N432904;W0043013
ROSAL;N380117;W0070605
ROSTA;N281522;W0200000
ROTUM;N250000;W0154712
ROVAK;N424431;W0055123
ROXER;N431247;W0072127
RUBEO;N405715;W0004111
RUKER;N395658;W0043640
RUNAX;N355000;W0063756
RUSEM;N390000;W0045049
RUSIK;N285422;W0124859
RUTIP;N422839;E0012614
RUXET;N384008;E0004030
SADAF;N374813;E0021944
SADEM;N411237;E0031026
SADUR;N412502;E0014026
SALAS;N410635;E0002835
SALON;N412940;E0031114
SAMAR;N305359;W0142456
SANTA;N374007;W0061754
SARAY;N294531;W0140927
SAURA;N401522;W0001100
SEGRE;N410122;W0022235
SENIA;N405208;E0004420
SEROX;N412048;E0001307
SERRA;N391558;W0005125
SIE;N410906;W0033617
SILUC;N243028;W0161830
SINDO;N420810;E0011925
SISMO;N403633;E0030845
SLL;N413112;E0020635
SNR;N432659;W0035409
SOLNA;N274000;W0123543
SOPET;N395002;W0000017
SORAS;N403308;E0044000
SOSAV;N391625;W0012944
SOSOV;N445859;W0075306
SOTAX;N393506;E0044000
SOTUK;N391137;W0044447
SOVIS;N355736;W0054638
SSN;N431840;W0014949
STG;N425537;W0082531
SULID;N411104;E0032629
SUMMO;N382137;W0001654
SURCO;N421944;W0003405
SURIB;N382032;E0015501
SUSOS;N424224;W0052634
SVL;N372539;W0054544
TALEN;N390704;E0030753
TARIK;N362418;W0010816
TATOS;N400000;W0001702
TAVSI;N355538;W0062854
TENPA;N212142;W0215824
TERSA;N404330;W0020816
TERTO;N300615;W0124302
TFN;N283213;W0161608
TFS;N280009;W0164117
TINEK;N373907;W0033744
TITAN;N425728;W0035830
TIVLI;N424818;W0002612
TLD;N395810;W0042015
TOLSO;N403000;E0022334
TOPTU;N424748;W0001137
TORDU;N401529;E0003518
TOSDI;N405927;W0061719
TOSGA;N373732;W0021827
TOSNU;N410055;E0034825
TOSTO;N382151;W0015610
TUKRO;N391446;E0023638
TURON;N420405;W0083348
TURPU;N424040;W0013233
TURUV;N422203;E0002830
TUTIS;N355520;W0064159
UDATI;N261152;W0164711
ULSES;N395209;W0022944
UMUKA;N364239;W0034834
UMURE;N410859;E0011016
UNGAS;N424056;W0034159
UNSOL;N410932;W0043640
UNTOS;N371502;W0031640
UREDI;N395135;W0062336
URIPO;N385527;E0002900
URQUI;N265341;W0170224
URUNA;N432118;W0014425
USADO;N390000;W0033916
USIBA;N390000;W0053639
USKAR;N420837;E0010357
USOKO;N394737;W0042552
USOTI;N230400;W0205011
VABAR;N421016;W0023655
VADAT;N362810;W0023725
VADOX;N434600;W0035558
VAKIN;N415417;W0002112
VARUT;N390120;E0004030
VASTO;N303034;W0133422
VASUM;N421619;W0020040
VATIR;N421020;E0040656
VERSO;N410911;E0034525
VES;N433325;W0060026
VETAN;N415743;W0054257
VIBAS;N372332;W0033751
VIBOK;N413249;E0013007
VILAR;N412030;E0003357
VILLA;N401359;W0022438
VJF;N361422;W0055832
VLC;N392908;W0002859
VNV;N411238;E0014221
VRA;N424355;W0025156
VSJ;N374647;W0004846
VTB;N394651;W0032751
VULPE;N374540;W0044754
WALLY;N394516;W0010540
WUSHI;N410304;W0031209
XALUD;N390000;W0045743
XARON;N382418;E0025114
XAVIR;N360015;W0051435
XEBAR;N383116;W0020534
XENVO;N372816;E0004746
XEPLA;N414114;E0020421
XERES;N420126;W0100405
XERMA;N413013;W0033649
XESPA;N383549;E0030830
XIGLU;N233600;W0242500
XIKEN;N411146;E0010959
XIMPE;N410554;E0000052
XORNA;N434845;W0032706
XOSTA;N390759;E0004430
XULIM;N355601;W0061028
XULSA;N390000;W0041610
YAKXU;N420555;W0011246
YES;N382139;W0022110
YUSME;N274314;W0161138
ZANKO;N411717;W0045753
ZAR;N413928;W0010151
ZMR;N413149;W0053823
ABNAB;N551205;E0193803
AGONA;N552400;E0203312
ASNIG;N550845;E0211259
BALIT;N554837;E0190528
BENAL;N544642;E0213836
GAREK;N553202;E0190300
GISON;N555554;E0174206
GITOV;N542206;E0204154
GOLAD;N542000;E0221030
GOMED;N542652;E0193915
IPLIT;N543816;E0192120
IRBAD;N545345;E0201833
ITVUL;N550827;E0214300
IVGOR;N553504;E0175732
KRAKI;N545629;E0224405
KRD;N545336;E0203559
KUNER;N551531;E0182653
LAKOD;N543906;E0224518
LATMI;N552655;E0181002
NEDRA;N544200;E0210842
NERIG;N551800;E0205500
NIFAL;N544936;E0211251
OKPAN;N553119;E0185516
OLMOR;N553010;E0184346
OTVOV;N552828;E0201730
PELUG;N550900;E0201918
RANOK;N545446;E0185730
REPMI;N550442;E0203453
RILEP;N545417;E0211523
RONUN;N554441;E0191945
RUSNE;N551407;E0212617
RUTAM;N543712;E0203900
TARUN;N545400;E0193600
TIGNU;N553613;E0195018
TURIP;N551842;E0203336
URAMA;N543630;E0195924
VADRU;N554151;E0174708
AMORO;N463000;E0043217
ARDOL;N464505;E0043815
ARFOZ;N464658;E0050542
AVLON;N473336;E0034848
BAGBI;N464852;E0043548
BUSIL;N461737;E0044319
CACHI;N470400;E0040624
ENUPA;N463854;E0032710
FEDZI;N462150;E0034920
IBNIT;N461700;E0035151
IDAVO;N461450;E0045749
LOGNI;N461435;E0050534
LUSAR;N464008;E0051046
MADIV;N463926;E0035525
MOKIP;N462656;E0050537
MOKIP;N462656;E0050537
MOMIL;N463246;E0043248
MOPEM;N461701;E0042303
MOU;N464224;E0033754
NUCIF;N470520;E0044606
OGULO;N481306;E0024009
OKASI;N480500;E0024640
OKEKO;N473225;E0030714
OKEPI;N470843;E0032154
OKIRA;N470119;E0032626
OMANI;N462726;E0034605
PEKIM;N481633;E0024932
PIBAT;N464821;E0041533
PILUL;N480500;E0030253
PIMUP;N473225;E0032315
PIXIS;N465625;E0034514
SIQLE;N470116;E0031413
SIZZA;N473240;E0040658
UFFIX;N475216;E0024521
AMCAK;N484436;E0050448
ARBOS;N465903;E0060135
BAMEV;N475007;E0072306
BEGAR;N475430;E0073500
BLM;N473758;E0072958
DEVDI;N474420;E0073252
DIPCE;N490603;E0050921
EDJAR;N492349;E0055214
EDOPI;N475530;E0063408
ELVET;N490725;E0070910
EPL;N481904;E0060334
EQRAZ;N485315;E0062453
ERADI;N491004;E0064635
ETINO;N485315;E0050322
EXHOM;N491251;E0063357
GILIR;N470348;E0061421
GIVOR;N483931;E0062329
GTQ;N485911;E0064258
HR;N473342;E0064356
IBERA;N493030;E0061630
IBERA;N493030;E0061630
IXILU;N474425;E0060229
JAVVU;N471956;E0054956
JOCUZ;N473956;E0052717
KICQA;N483920;E0050540
LANVI;N481842;E0054750
LASAT;N480932;E0064103
LUL;N474118;E0061744
LUPEN;N482606;E0074401
LUVAL;N481738;E0050913
MANAG;N480611;E0050957
MIRGU;N480109;E0064044
MOROK;N472348;E0063920
MOTUK;N475154;E0054913
NEBAX;N482725;E0061140
OBORN;N482743;E0071206
OKIPO;N475438;E0055208
OVTEC;N490037;E0080238
PENDU;N472056;E0060158
PEVIT;N474152;E0071133
POGOL;N482357;E0064136
REKLA;N473208;E0055103
RESPO;N474958;E0053629
RLP;N475423;E0051457
ROBIR;N473123;E0060215
ROUSY;N492835;E0060654
ROUSY;N492835;E0060654
SHARA;N475840;E0064038
SORAL;N490650;E0062616
SUKHA;N483429;E0050628
SUTAL;N492800;E0062330
SUTAL;N492800;E0062330
TORPA;N472846;E0063931
TUPOV;N474527;E0071413
UZCUX;N491247;E0065407
VAKPA;N481117;E0064106
ADRUD;N491014;W0062655
ADSET;N472421;W0030703
AKEMO;N470821;W0030000
ALUTA;N490019;W0072953
AMPOP;N493148;W0060903
ANNET;N493905;W0040005
ARZIP;N475516;W0060735
ATLEN;N443019;W0045651
AZFIC;N463408;W0030541
BADUR;N484239;W0025704
BAGAD;N473500;W0025252
BAKUP;N442445;W0042610
BALDA;N443635;W0053311
BELEN;N435451;W0024419
COQUE;N470445;W0045926
CUDOF;N452838;W0025817
DEGEX;N474438;W0030924
DELOG;N441944;W0035915
DESAB;N454949;W0025733
DIDIG;N460307;W0021500
DOLUR;N492904;W0050326
DOMOK;N494328;W0020618
EBOMO;N474916;W0041845
ECRIM;N453358;W0023431
EKDAP;N451849;W0045412
EKVEB;N463618;W0054915
ERCOZ;N481958;W0033609
ERPOM;N490006;W0051427
ERWAN;N455613;W0051317
FEJAC;N484632;W0023415
FUJTI;N461559;W0025243
GALOF;N455615;W0013944
GANTO;N492350;W0045852
GATMO;N460215;W0034248
GOPIN;N470232;W0034051
IBISU;N470532;W0043820
IDOCU;N482735;W0042309
IDRIK;N473559;W0033829
ILECO;N485400;W0044550
ILTEC;N485326;W0055932
INCEF;N453106;W0045738
ITAFI;N463710;W0053453
JSY;N491316;W0020246
KEREB;N473529;W0043129
KOLEK;N463646;W0052429
KOPIP;N465551;W0073014
KORER;N474106;W0023003
KORUL;N445007;W0065511
LAFOP;N455340;W0063202
LAPEX;N470000;W0080000
